title,date,venue,description,category,categories,url,image_url
ir/regular,20th September 2025 - 1st November 2025,"Project Ability, Glasgow City Centre",Join the team at Project Ability for their next exhibition 'ir/regular featuring work from neurodivergent artist Grant Glennie.,exhibitions,exhibitions,https://www.whatsonglasgow.co.uk/event/161667-ir/regular/,https://www.whatsonnetwork.co.uk/uploads/800x600/4e0347a1cf6bc0bfbb49e7ea4d74961e.jpg
Jamie McIntyre,26th October 2025,"The Poetry Club, Glasgow West End",Galway singer-songwriter Jamie McIntyre will headline The Poetry Club at SWG3 Glasgow on Sunday 26th October!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/158678-jamie-mcintyre/,https://www.whatsonnetwork.co.uk/uploads/800x600/0a97434e3912bc1c57ce739806946972.jpg
Jessica Ramm: Hard Edges Soft Layers,13th September 2025 - 30th November 2025,"Gallery of Modern Art, Glasgow City Centre","Hard Edges Soft Layers is an exhibition by Jessica Ramm, artist and writer based in Glasgow, exploring vulnerability within motherhood.",exhibitions,exhibitions|health-and-wellbeing,https://www.whatsonglasgow.co.uk/event/163104-jessica-ramm:-hard-edges-soft-layers/,https://www.whatsonnetwork.co.uk/uploads/800x600/d0e69d61943ef10a458ea991a8ea3339.jpg
Journey,6th January 2025 - 21st December 2025,"Sharmanka Kinetic Theatre, Glasgow City Centre",Journey is one of Sharmanka Kinetic Theatre's two shows. It features a wide selection of kinetic sculptures including the most recent works by Eduard Bersudsky made in Scotland.,family-and-kids,family-and-kids|theatre,https://www.whatsonglasgow.co.uk/event/134466-journey/,https://www.whatsonnetwork.co.uk/uploads/800x600/0b12bade8d4addbd6ead5671317c266a.jpg
Kelvingrove Organ Recitals,13th January 2025 - 21st December 2025,"Kelvingrove Art Gallery and Museum, Glasgow West End",Kelvingrove Art Gallery & Museum holds delightful daily recitals by eminent local organists and visiting players!,family-and-kids,family-and-kids|music,https://www.whatsonglasgow.co.uk/event/007742-kelvingrove-organ-recitals/,https://www.whatsonnetwork.co.uk/uploads/800x600/2fd461b56f7e08ddeea882dfb1031fae.jpg
Kimpton Blythswood Square Hotel & Spa Wedding Showcase,26th October 2025,"Kimpton Blythswood Square Hotel & Spa, Glasgow City Centre",Explore the stunning Kimpton Blythswood Square Hotel and envision your dream wedding at their upcoming Wedding Showcase on Sunday 26th October!,general,general,https://www.whatsonglasgow.co.uk/event/163201-kimpton-blythswood-square-hotel-&-spa-wedding-showcase/,https://www.whatsonnetwork.co.uk/uploads/800x600/7ee2bcdd5aa0b0722c9962b3771e1c63.jpg
Leap then Look: Play Interact Explore,27th September 2025 - 11th May 2026,"Tramway, Glasgow South Side","Play Interact Explore is an exhibition of interactive artworks and resources created by Leap Then Look, which is artists Lucy Cran and Bill Leslie.",exhibitions,exhibitions|family-and-kids,https://www.whatsonglasgow.co.uk/event/160040-leap-then-look:-play-interact-explore/,https://www.whatsonnetwork.co.uk/uploads/800x600/9c2ae7a78d06cf1eb7406d99a7067bc4.jpg
Little Man Tate,26th October 2025,"Room 2 Glasgow, Glasgow City Centre",Sheffield four-piece Little Man Tate have announced a short run of dates which will see them play Glasgow's Room 2 on Sunday 26th October!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/151150-little-man-tate/,https://www.whatsonnetwork.co.uk/uploads/800x600/2e13c312d3c94822a55d44b6f2dcd732.jpg
Little Scare-lings at Dobbies Milngavie,18th October 2025 - 1st November 2025,"Dobbies Milngavie, Milngavie",By order of the Wizarding Council: You're invited to a Halloween tea party of magical proportions at Dobbies Milngavie this Halloween!,arts-and-crafts,arts-and-crafts|family-and-kids|food-and-drink|workshops,https://www.whatsonglasgow.co.uk/event/109128-little-scare-lings-at-dobbies-milngavie/,https://www.whatsonnetwork.co.uk/uploads/800x600/f80cf311a5aad81a4f7215908b15f8b2.jpg
Live at The Ivy - Piano Sessions,31st August 2025 - 9th November 2025,"The Ivy Glasgow, Glasgow City Centre","Join The Ivy for an evening of Live Jazz music courtesy of pianist and singer Jamie McAteer, whilst indulging in delicious food and cocktails.",music,music,https://www.whatsonglasgow.co.uk/event/151987-live-at-the-ivy---piano-sessions/,https://www.whatsonnetwork.co.uk/uploads/800x600/f45de915be5d2ef081279e9b7cd435f7.jpg
Live Jazz,15th February 2025 - 30th November 2025,"Atlantic Bar and Brasserie, Glasgow City Centre","Sit back, relax, and listen to live jazz whilst indulging in classically French food and drink every weekend at Atlantic Bar & Brasserie!",music,music,https://www.whatsonglasgow.co.uk/event/150952-live-jazz/,https://www.whatsonnetwork.co.uk/uploads/800x600/519baeb5c66ac4bd978569d3976a809d.jpg
Live Music at Maggie’s,2nd January 2025 - 31st December 2025,"Maggies Rock n Rodeo, Glasgow City Centre",Enjoy live music 7 nights a week at Maggie's with Country classics and singalongs in the main bar every night!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/148728-live-music-at-maggie’s/,https://www.whatsonnetwork.co.uk/uploads/800x600/cdcce9ca0a1a4300383df295b88caf98.jpg
Loch Lomond Scary Trail & Pumpkin Patch,3rd October 2025 - 2nd November 2025,"Loch Lomond Faerie Trail, Luss","This October, just in time for Halloween, Loch Lomond Faerie Trail will once again be transformed into the Scary Trail and Pumpkin Patch!",family-and-kids,family-and-kids|outdoor,https://www.whatsonglasgow.co.uk/event/091007-loch-lomond-scary-trail-&-pumpkin-patch/,https://www.whatsonnetwork.co.uk/uploads/800x600/e8bc23a36091bf6c56ecb6d31c9484b4.jpg
Magical October at Riverside Museum,1st October 2025 - 2nd November 2025,"Riverside Museum, Glasgow West End","Riverside Museum are getting ready for a magical October, with lots of fun activities planned as their street undergoes an enchanted makeover!",arts-and-crafts,arts-and-crafts|family-and-kids,https://www.whatsonglasgow.co.uk/event/161755-magical-october-at-riverside-museum/,https://www.whatsonnetwork.co.uk/uploads/800x600/f1921c646e168e006866d349e24a9469.jpg
Mantic Wargaming with Geekszilla,21st September 2025 - 28th December 2025,"The Merchants Guild, Glasgow City Centre",Join Session Zero for their weekly Mantic Wargaming with Geekszilla sessions at The Merchants' Guild on Sunday afternoons.,gaming,gaming,https://www.whatsonglasgow.co.uk/event/161737-mantic-wargaming-with-geekszilla/,https://www.whatsonnetwork.co.uk/uploads/800x600/1b71c5e6ed1e3587595aa6f803edb719.jpg
Milngavie Halloween Pumpkin Trail,24th October 2025 - 31st October 2025,Venue TBA,Milngavie's free family friendly pumpkin trail is back running from Friday 24th to Friday 31st October!,family-and-kids,family-and-kids|outdoor,https://www.whatsonglasgow.co.uk/event/064563-milngavie-halloween-pumpkin-trail/,https://www.whatsonnetwork.co.uk/uploads/800x600/6c1a54efdd4dca337675c5bfaa71d48b.jpg
Moulsdale Foundation Museum Open Day,26th October 2025,"Moulsdale Foundation, Bishopbriggs","The Moulsdale Foundation are thrilled to announce their monthly Open Days at their classic and performance car and motorbike museum, home to Scotland's largest classic car and motorbike collection!",days-out,days-out|family-and-kids|history|sport|talks-and-lectures,https://www.whatsonglasgow.co.uk/event/159439-moulsdale-foundation-museum-open-day/,https://www.whatsonnetwork.co.uk/uploads/800x600/1dbc84e007f6fae66bd378947763e94b.jpg
MUMS - Meet Up & Make Stuff,10th September 2025 - 31st May 2026,Venue TBA,MUMS - Meet Up & Make Stuff - is a project delivering free creative wellbeing sessions for new mums led by artist Marie-Claire Lacey with a cohort of guest artists.,arts-and-crafts,arts-and-crafts|family-and-kids|health-and-wellbeing|workshops,https://www.whatsonglasgow.co.uk/event/160841-mums---meet-up-&-make-stuff/,https://www.whatsonnetwork.co.uk/uploads/800x600/06da594ba29200d8aa5e096a6df41998.png
Nature on Paper,15th October 2025 - 24th December 2025,"SPOT, Glasgow South Side","Group exhibition, Nature on Paper, is a celebration of our natural world, with each work a unique view of what the artist finds inspiring!",exhibitions,exhibitions,https://www.whatsonglasgow.co.uk/event/164007-nature-on-paper/,https://www.whatsonnetwork.co.uk/uploads/800x600/2f115c1cebd8c1278ea04f8e432cc851.jpg
Newton Faulkner,26th October 2025,"SWG3 Glasgow, Glasgow West End","Acclaimed British singer-songwriter Newton Faulkner returns with his eighth studio album, OCTOPUS, and a supporting tour which will see him headline SWG3 Glasgow on Sunday 26th October!",music,music|nights-out,https://www.whatsonglasgow.co.uk/event/155138-newton-faulkner/,https://www.whatsonnetwork.co.uk/uploads/800x600/5eddb58894bfa08ee03a2965dee20fca.jpg
Not All Who Wander Are Lost: Sándor Nagy,16th October 2025 - 30th October 2025,"Six Foot Gallery, Glasgow City Centre","Six Foot Gallery is honoured to present 'Not All Who Wander Are Lost' featuring twenty five works by Hungarian-born, Scotland-based visual artist Sándor Nagy.",exhibitions,exhibitions,https://www.whatsonglasgow.co.uk/event/163053-not-all-who-wander-are-lost:-sándor-nagy/,https://www.whatsonnetwork.co.uk/uploads/800x600/f329d01ec4e3a03f0ea382892b7b43b5.jpg
Our People’s Palace,20th June 2025 - 5th December 2025,Venue TBA,"Discover fascinating tales of Glasgow with the 'Our People's Palace' touring display! Check out intriguing objects and stories, celebrating Glasgow's vibrant history, coming to a venue near you.",exhibitions,exhibitions|history,https://www.whatsonglasgow.co.uk/event/157185-our-people’s-palace/,https://www.whatsonnetwork.co.uk/uploads/800x600/62694a13ffe6aa9f343d19b8f7315858.jpg
Park Lane Market,2nd March 2025 - 7th December 2025,"Park Lane Market, Glasgow South Side","Park Lane Market is a pop-up market held on the first and last Sunday of each month in Shawlands, featuring a range of boutique stalls!",arts-and-crafts,arts-and-crafts|family-and-kids|food-and-drink|outdoor|shopping,https://www.whatsonglasgow.co.uk/event/052551-park-lane-market/,https://www.whatsonnetwork.co.uk/uploads/800x600/aef6c098ef6db2ce276a7d7265bf0089.jpg
Pink Floyd’s Dark Side of the Moon,12th October 2025 - 26th October 2025,"Glasgow Science Centre, Glasgow South Side",Join Glasgow Science Centre for the Pink Floyd fulldome experience which sets 10 tracks from The Dark Side of the Moon to mesmeric 360° visuals in their digital Planetarium!,film,film|music,https://www.whatsonglasgow.co.uk/event/112325-pink-floyd’s-dark-side-of-the-moon/,https://www.whatsonnetwork.co.uk/uploads/800x600/763ddd932217da1901cc1861ce10ee87.jpg
Pollok FC presents: Comedy at the Corona,26th October 2025,"The Corona Bar & Kitchen, Glasgow South Side",Pollok FC are bringing the laughs back to The Corona Bar with another Comedy Night on Sunday 26th October headlined by the brilliant Mark Nelson!,comedy,comedy|nights-out,https://www.whatsonglasgow.co.uk/event/163324-pollok-fc-presents:-comedy-at-the-corona/,https://www.whatsonnetwork.co.uk/uploads/800x600/b9601f369db15c92c7a43950c7f1f917.jpg
Polmadie Car Boot Sale,8th January 2025 - 21st December 2025,"Polmadie Car Boot Sale, Glasgow South Side","Held on Wednesdays, Saturdays and Sundays, Polmadie Car Boot Sale is Scotland's only fully undercover car boot sale!",family-and-kids,family-and-kids|shopping,https://www.whatsonglasgow.co.uk/event/090118-polmadie-car-boot-sale/,https://www.whatsonnetwork.co.uk/uploads/800x600/044a04f5e0f28a65c53c9b0bd0df4640.jpg
Psychic & Spiritual Night with George the Medium,26th October 2025,"House for an Art Lover, Glasgow South Side","House For An Art Lover are delighted to welcome George the Medium to their venue on Sunday 26th October, whether you are curious or seeking comfort, this promises to be a moving and memorable evening.",food-and-drink,food-and-drink|nights-out,https://www.whatsonglasgow.co.uk/event/158542-psychic-&-spiritual-night-with-george-the-medium/,https://www.whatsonnetwork.co.uk/uploads/800x600/b323a537c9fb85840908647ae087a7c1.jpg
Pub Choir at Berlinkys!,26th October 2025,"Berlinkys, Glasgow City Centre","Calling all Dancing Queens, Super Troupers, and shower-singing stars - it’s your time to shine! Don't miss Pub Choir, powered by SoundSational at Berlinkys!",family-and-kids,family-and-kids|film|music,https://www.whatsonglasgow.co.uk/event/156641-pub-choir-at-berlinkys!/,https://www.whatsonnetwork.co.uk/uploads/800x600/80b8cd356b316335989a326e401e2600.jpg
Pup-kin Patch at Dobbies Milngavie,25th October 2025 - 1st November 2025,"Dobbies Milngavie, Milngavie",Looking for some autumn fun? This year Dobbies Milngavie have created a wonderful day out for pumpkin pickers of all breeds!,family-and-kids,family-and-kids,https://www.whatsonglasgow.co.uk/event/159258-pup-kin-patch-at-dobbies-milngavie/,https://www.whatsonnetwork.co.uk/uploads/800x600/2aaed1b9bca5ee5559f7ba9d65745f37.jpg
Rangers Football Club Stadium Tour,1st May 2025 - 31st December 2025,"Ibrox Stadium, Glasgow South Side","Experience the magic of this world famous stadium with your very own 'access all areas' pass on a tour of Ibrox, the home of Rangers FC!",family-and-kids,family-and-kids|sport|tour,https://www.whatsonglasgow.co.uk/event/138442-rangers-football-club-stadium-tour/,https://www.whatsonnetwork.co.uk/uploads/800x600/d90dbafa903dd3c47bf42f72885fa6e5.jpg
Return to You: Health and Spiritual Growth Residential Retreat - Loch Lomond,24th October 2025 - 26th October 2025,"Ardoch Loch Lomond, Gartocharn","Join The Mindful Enterprise for their Return to You Health and Spiritual Growth Retreat, with a focus on restoration, reflection and gratitude for the lessons and blessings of the year so far.",health-and-wellbeing,health-and-wellbeing|workshops,https://www.whatsonglasgow.co.uk/event/158713-return-to-you:-health-and-spiritual-growth-residential-retreat---loch-lomond/,https://www.whatsonnetwork.co.uk/uploads/800x600/7f4224a41cd37fb020a22aede5e5fe21.jpg
Samia,26th October 2025,"The Garage, Glasgow City Centre","Samia has announced a headline show at The Garage Glasgow on Sunday 26th October in support of her new album, Bloodless.",music,music|nights-out,https://www.whatsonglasgow.co.uk/event/155379-samia/,https://www.whatsonnetwork.co.uk/uploads/800x600/619aae7dd929ac29365cef9c3f5518ba.jpg
Scotland’s Gardens Scheme Open Garden: King’s Park Walled Garden,1st January 2025 - 31st December 2025,"Kings Park, Glasgow South Side",Come along and explore the C-listed Walled Garden within King's Park as part of Scotland's Gardens Scheme!,family-and-kids,family-and-kids|outdoor,https://www.whatsonglasgow.co.uk/event/117927-scotland’s-gardens-scheme-open-garden:-king’s-park-walled-garden/,https://www.whatsonnetwork.co.uk/uploads/800x600/07580ac0f19b9a6623aad63de08c3756.jpg
Seaforce Powerboats - Boat Trips On The Clyde,1st January 2025 - 31st December 2025,"Riverside Museum, Glasgow West End","The Clyde Ride, Glasgow's must-do boat trip, is perfect for sightseeing with friends, family and thrill-seekers alike in Scotland's vibrant city!",family-and-kids,family-and-kids|outdoor|tour,https://www.whatsonglasgow.co.uk/event/156174-seaforce-powerboats---boat-trips-on-the-clyde/,https://www.whatsonnetwork.co.uk/uploads/800x600/dc92b5d2129be671d1b32940e33f83c2.jpg
Shifting Patterns with Scottish Ensemble,26th October 2025,"Glasgow Royal Concert Hall New Auditorium, Glasgow City Centre",Scottish Ensemble will create an evening that is both electrifying and meditative when they bring Shifting Patterns to Glasgow Royal Concert Hall!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/156842-shifting-patterns-with-scottish-ensemble/,https://www.whatsonnetwork.co.uk/uploads/800x600/a316b70396a9c45abc1fffbbf32bc040.jpg
Simply Christmas - The Crafty Christmas Show,23rd October 2025 - 26th October 2025,"SEC Centre, Glasgow City Centre","Simply Christmas, The Crafty Christmas Show, is the perfect place to shop from 100 festive retailers, offering a diverse range of gifts all under one roof at the SEC Glasgow!",days-out,days-out|shopping,https://www.whatsonglasgow.co.uk/event/005023-simply-christmas---the-crafty-christmas-show/,https://www.whatsonnetwork.co.uk/uploads/800x600/02434ecda144e0f48b0c65166fb70544.jpg
Soul On Sunday Halloween Day Time Event,26th October 2025,"Barras Art And Design Centre, Glasgow East End","Soul on Sunday takes on a spooky twist this Halloween, offering fun combining with soulful sounds you love with great atmosphere and people!",days-out,days-out|music,https://www.whatsonglasgow.co.uk/event/141169-soul-on-sunday-halloween-day-time-event/,https://www.whatsonnetwork.co.uk/uploads/800x600/041ba962598bd178185f48cad4173556.jpg
Soya Candle Making Workshop,26th October 2025 - 7th December 2025,"Braw Wee Craft Club, Glasgow City Centre",Unleash your creativity and learn the art of candle making at Braw Wee Craft Club's Soy Candle Workshop!,arts-and-crafts,arts-and-crafts|workshops,https://www.whatsonglasgow.co.uk/event/150179-soya-candle-making-workshop/,https://www.whatsonnetwork.co.uk/uploads/800x600/173e1890c7e478d43aad342ed2d08fab.jpg
Spin Class,27th April 2025 - 28th December 2025,"Nice N Sleazy, Glasgow City Centre",In partnership with the lovely folks at Assai Records - SPIN CLASS at Nice N Sleazy gives you the opportunity to listen to your favourite records through a professional PA system!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/154488-spin-class/,https://www.whatsonnetwork.co.uk/uploads/800x600/edccf8d624da1618af5f853dad060170.jpg
Spooktacular,3rd October 2025 - 26th October 2025,Venue TBA,"Glasgow's biggest Halloween experience returns this October, running from 3rd - 26th October, at a brand new location that promises to take the fright factor up a notch!",days-out,days-out|family-and-kids|nights-out|outdoor,https://www.whatsonglasgow.co.uk/event/096506-spooktacular/,https://www.whatsonnetwork.co.uk/uploads/800x600/4fd96d5ecc57d67df81ea7df79664ae2.jpg
Spooktacular Spooky Paddle,24th October 2025 - 31st October 2025,"West End Adventure, Glasgow West End",Are you afraid of the dark? Join West End Adventure this Halloween for a spooky moonlit paddle along a 250 year old working canal!,active,active|outdoor,https://www.whatsonglasgow.co.uk/event/110498-spooktacular-spooky-paddle/,https://www.whatsonnetwork.co.uk/uploads/800x600/84eaf29372cbc9a110450d9f305d51b7.jpg
Springburn Junior Parkrun,5th January 2025 - 28th December 2025,"Springburn Park, Glasgow North","Springburn Junior Parkrun is a weekly, free 2km timed run held on Sunday mornings at Springburn Park!",active,active|family-and-kids|outdoor,https://www.whatsonglasgow.co.uk/event/122726-springburn-junior-parkrun/,https://www.whatsonnetwork.co.uk/uploads/800x600/ea80a759c74f5675c171cc662b027b45.jpg
Take Me Somewhere,15th October 2025 - 26th October 2025,"Tramway, Glasgow South Side","Take Me Somewhere is an international, biennial festival and year-round sector support organisation that exists to position Scotland as the place to create and see radical performance.",exhibitions,exhibitions|film|music|nights-out|theatre,https://www.whatsonglasgow.co.uk/event/125337-take-me-somewhere/,https://www.whatsonnetwork.co.uk/uploads/800x600/edc4899f39c3dec5c77a19cfdd1be574.jpg
Take Me Somewhere: asses.masses,26th October 2025,"Tramway, Glasgow South Side",The unemployed donkeys have one demand: the humans must surrender their machines and give all donkeys their jobs back. But revolution is never easy!,theatre,theatre,https://www.whatsonglasgow.co.uk/event/159349-take-me-somewhere:-asses.masses/,https://www.whatsonnetwork.co.uk/uploads/800x600/bbcc97738c39db0b8a2159e184715163.jpg
The Barras Market,4th January 2025 - 21st December 2025,"The Barras Market, Glasgow East End","With its iconic archways The Barras Market is a Glasgow institution, open to the public every weekend, come along and grab yourself a bargain or two!",family-and-kids,family-and-kids|outdoor|shopping,https://www.whatsonglasgow.co.uk/event/089992-the-barras-market/,https://www.whatsonnetwork.co.uk/uploads/800x600/c600e6d30d7763c1aac588100feaf22e.jpg
The Bobby Deans Big Band,12th January 2025 - 28th December 2025,"The Paloma Lounge, Glasgow City Centre",Join The Bobby Deans Big Band on Sunday afternoons at the Paloma Lounge for some great live big band sounds!,music,music,https://www.whatsonglasgow.co.uk/event/147712-the-bobby-deans-big-band/,https://www.whatsonnetwork.co.uk/uploads/800x600/a2de9374c595bd7be36bd83ff2462a1f.jpg
"The Craft Spirit Show Glasgow: The Ultimate Gin, Rum & Vodka Spring Festival",24th October 2025 - 26th October 2025,"SEC Centre, Glasgow West End","The Craft Spirit Show Glasgow, the Ultimate Gin, Rum & Vodka Festival with unlimited tasting samples, is returning to the SEC Glasgow between the 24th and 26th of October!",days-out,days-out|food-and-drink|nights-out,"https://www.whatsonglasgow.co.uk/event/061724-the-craft-spirit-show-glasgow:-the-ultimate-gin,-rum-&-vodka-spring-festival/",https://www.whatsonnetwork.co.uk/uploads/800x600/0379f6348eb08adc96773ee349733276.jpg
The Creative Craft Show,23rd October 2025 - 26th October 2025,"SEC Centre, Glasgow West End",The Creative Craft Show is set to make a grand return to the SEC Glasgow from the 23rd to 26th October featuring the popular Stitching Show!,arts-and-crafts,arts-and-crafts|days-out|exhibitions|family-and-kids,https://www.whatsonglasgow.co.uk/event/159689-the-creative-craft-show/,https://www.whatsonnetwork.co.uk/uploads/800x600/5e8a76b20df0979c3e1a82e5adc8f8e9.jpg
The Glasgow Chickens Touch Rugby,4th May 2025 - 29th November 2026,"Glasgow Green, Glasgow City Centre","Come and join The Glasgow Chickens for a game of Touch Rugby every Sunday on Glasgow Green... it's fun, fast and fortunately not prone to many injuries!",active,active|outdoor|sport,https://www.whatsonglasgow.co.uk/event/154810-the-glasgow-chickens-touch-rugby/,https://www.whatsonnetwork.co.uk/uploads/800x600/1e887b5ee9e299e53fc692e622f73837.jpg
The Glasgow Food and Drink Tour,11th January 2025 - 14th December 2025,Venue TBA,Enjoy a walking tour and explore the thriving food scene of Glasgow's leafy west end with The Glasgow Food and Drink Tour!,food-and-drink,food-and-drink|outdoor|tour,https://www.whatsonglasgow.co.uk/event/090334-the-glasgow-food-and-drink-tour/,https://www.whatsonnetwork.co.uk/uploads/800x600/4cfdfed443b26897cd7ffe9e78d549ff.jpg
The Glasgow Food and Drink Tour - The Wee West End Wander,29th August 2025 - 14th December 2025,Venue TBA,"Covering 2 vibrant neighbourhoods, this 4-stop food tour lets you taste delicious local dishes, hear the stories behind them and chat with the people who make Glasgow what it is!",food-and-drink,food-and-drink|tour,https://www.whatsonglasgow.co.uk/event/160791-the-glasgow-food-and-drink-tour---the-wee-west-end-wander/,https://www.whatsonnetwork.co.uk/uploads/800x600/15e77837996d58eed97d29b02703ab3e.jpg
The Gothic Market Halloween Extravaganza,26th October 2025,"Trades Hall of Glasgow, Glasgow City Centre",The Gothic Market returns to Glasgow's Trades Hall on Sunday 26th October for their annual Halloween Extravaganza!,family-and-kids,family-and-kids|shopping,https://www.whatsonglasgow.co.uk/event/164205-the-gothic-market-halloween-extravaganza/,https://www.whatsonnetwork.co.uk/uploads/800x600/ea1fe89871f00153684c45fbb19293b9.jpg
The Listener - Self Guided Walking Tour,5th September 2025 - 31st October 2025,Venue TBA,The Listener is an immersive self guided walking tour of Glasgow's Merchant City that explores Glasgow's historical ties to the transatlantic slave trade.,history,history|tour,https://www.whatsonglasgow.co.uk/event/161256-the-listener---self-guided-walking-tour/,https://www.whatsonnetwork.co.uk/uploads/800x600/0dc638a4053d9d79938bed41e898a182.jpg
The Milky Way,13th September 2025 - 9th January 2026,"Gallery of Modern Art, Glasgow City Centre","The Milky Way is part of a touring programme for Feed – an arts-based project that promotes inclusive, sustainable approaches to infant feeding and public space.",exhibitions,exhibitions,https://www.whatsonglasgow.co.uk/event/160205-the-milky-way/,https://www.whatsonnetwork.co.uk/uploads/800x600/de66206c0d16bde829a26add605da8c6.jpg
The Sunday Late Show,5th October 2025 - 30th November 2025,"Riding Room, Glasgow City Centre",Sunday at The Riding Room... get on down to your favourite Joint on The Corner from 9pm for some glitz and glam – and some devilish cocktails too!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/159178-the-sunday-late-show/,https://www.whatsonnetwork.co.uk/uploads/800x600/3e59c9ec8639485f7e1722afae102a06.jpg
Time and Space: Comfort in Chaos,20th October 2025 - 9th November 2025,"Byres Road Community Hub, Glasgow West End",Time and Space presents a multi-media exhibition exploring Comfort & Disturb through the experiences of people who hear voices and/or self-harm.,exhibitions,exhibitions|health-and-wellbeing,https://www.whatsonglasgow.co.uk/event/163086-time-and-space:-comfort-in-chaos/,https://www.whatsonnetwork.co.uk/uploads/800x600/1ef7d4870a3475172ce54a38059eb5e6.jpg
Tom Odell,26th October 2025,"The OVO Hydro, Glasgow West End",Tom Odell will bring the Wonderful Life Tour to Glasgow's OVO Hydro on Sunday 26th October with special guests Chance Pena and Katie Gregson-MacLeod!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/156251-tom-odell/,https://www.whatsonnetwork.co.uk/uploads/800x600/113723ff17906c8f16030503823eb710.jpg
TrySkating: Indoor Skating,5th January 2025 - 21st December 2025,"ARC: Health and Fitness, Glasgow City Centre","Join TrySkating for their weekly Sunday morning open skating sessions at Arc Sports Hall, new skaters always welcome!",active,active|family-and-kids,https://www.whatsonglasgow.co.uk/event/070733-tryskating:-indoor-skating/,https://www.whatsonnetwork.co.uk/uploads/800x600/6cf91b8df27cf5daf92d1aacd8d905ef.jpg
Tutankhamun: The Immersive Exhibition,24th July 2025 - 26th October 2025,"SEC Centre, Glasgow West End","Tutankhamun: The Immersive Exhibition, a spectacular hi-tech experience will open its doors at SEC Glasgow on Thursday 24th July, following a sell-out 14-week run in London!",exhibitions,exhibitions|family-and-kids|history,https://www.whatsonglasgow.co.uk/event/156387-tutankhamun:-the-immersive-exhibition/,https://www.whatsonnetwork.co.uk/uploads/800x600/fbea2b5ad4905c87988214cb3539cb3e.jpg
Up and Running Events: Queens Park 5k /10k,26th October 2025,"Queens Park, Glasgow South Side",Up and Running Events are delighted to host a 5k and 10k running event in Queen's Park on Sunday 26th October!,active,active|outdoor,https://www.whatsonglasgow.co.uk/event/154762-up-and-running-events:-queens-park-5k-/10k/,https://www.whatsonnetwork.co.uk/uploads/800x600/32b8807bb6519062a4188255a95b6e74.jpg
Very Santana,26th October 2025,"The Ferry, Glasgow City Centre",Join us for an unforgettable night as Very Santana pays tribute to Carlos Santana's legendary music!,music,music|nights-out,https://www.whatsonglasgow.co.uk/event/130575-very-santana/,https://www.whatsonnetwork.co.uk/uploads/800x600/a57715f8e39631201ad742aa1bcc1cd0.jpg
Victoria Junior Parkrun,5th January 2025 - 28th December 2025,"Victoria Park, Glasgow West End","Victoria Junior Parkrun is a weekly, free 2km timed run held on Sunday mornings at Victoria Park in the West End of Glasgow!",active,active|family-and-kids|outdoor,https://www.whatsonglasgow.co.uk/event/104231-victoria-junior-parkrun/,https://www.whatsonnetwork.co.uk/uploads/800x600/ea80a759c74f5675c171cc662b027b45.jpg
Wheels Of Life,6th January 2025 - 21st December 2025,"Sharmanka Kinetic Theatre, Glasgow City Centre",Wheels of Life at Sharmanka Kinetic Theatre is a special show which features some of the earliest and most exquisite work created by Eduard Bersudsky in Russia.,theatre,theatre,https://www.whatsonglasgow.co.uk/event/134467-wheels-of-life/,https://www.whatsonnetwork.co.uk/uploads/800x600/d9db963efd93251619d086765921edc3.jpg
Whose Lunch Is It Anyway?,7th September 2025 - 30th November 2025,"The Stand Comedy Club Glasgow, Glasgow West End","Eat, drink, chill and laugh at The Stand's Lunchtime Comedy show where top comics make up amazing stand up and sketches based entirely on your suggestions in a show that is never the same twice!",comedy,comedy,https://www.whatsonglasgow.co.uk/event/159909-whose-lunch-is-it-anyway?/,https://www.whatsonnetwork.co.uk/uploads/800x600/2ba7608e032b7e3a76a0cf694b4fc0c2.jpg
X-CRAFT ‘Dive Deep’,25th September 2025 - 1st September 2026,"The Submarine Centre, Helensburgh",X-CRAFT Dive Deep is an ALL NEW 360 Immersive Show that utilises MASSIVE 360 degree screens to tell the story of the submarine pioneers that paved the way for the submarines of today!,family-and-kids,family-and-kids|film|history,https://www.whatsonglasgow.co.uk/event/162355-x-craft-‘dive-deep’/,https://www.whatsonnetwork.co.uk/uploads/800x600/ea2f12817daa51db150e02d56b833be0.jpg
Mini Monsters Halloween Hunt,25th October 2025 - 26th October 2025,Venue TBA,"Spooky giggles, crafty makes, and garden adventures await little monsters at Greenbank Garden's Mini Monsters Halloween Hunt!",family-and-kids,family-and-kids|outdoor,https://www.whatsoneastrenfrewshire.co.uk/event/163852-mini-monsters-halloween-hunt/,https://www.whatsonnetwork.co.uk/uploads/800x600/95699e8e64f83dbe3efb74bf2c68c8ea.jpg
